wasm_hash,instances,rssdkver,rsver,source_repo,home_domain,contract_functions,contract_events
01f2429212eed5782ec8b9fcc4f7b7ea5af18f109fd10e2604174badeaa86933,CBS6ADWYN25CQWOVKE5TPGJ5LXU73INZLBIHZLRT46BC267VQIWG7IUC;CDZR3DQJQNVU5WIHXF5OHFVCA4LVPWWIUN6BDX46OIZZ2A2X6U6ROKEU,22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8,1.87.0,,,__constructor;deposit;deposit_auth;withdraw;withdraw_auth;get_yield;claim_yield;claim_yield_auth;claim_emissions;claim_emissions_auth;get_emissions;protocol_token;get_total_deposited;get_balance;get_apy;update_epoch_principal;init;submit;submit_with_allowance;get_positions;get_reserve;get_reserve_list;get_config;claim;update_b_rate;add_yield;get_user_emissions,
022a412d636be65024ce1f0b4e92583a2c0cc3e42adeaedfbd8cdac14d8c8409,CCIOYZA2FOGTNQBJ3I4QNC6FGPWTXKXIC4NQ4P63RDMMOTVQDEUSN34W,25.1.1#94c2a3b3a5ded6b9cf9cef0c207bf8804f3eb294,1.93.1,github:AquaToken/soroban-amm,,version;init_admin;apply_upgrade;contract_name;get_liquidity;commit_upgrade;revert_upgrade;get_pools_plane;set_pools_plane;get_emergency_mode;get_future_address;set_emergency_mode;apply_transfer_ownership;commit_transfer_ownership;revert_transfer_ownership,
024551eb8f3eacdd07ed1948b433d9001327732d6f445fd139a115bb0a1695e3,CDJZVQS23A5QJI74PAVEMRLLOMA4WIIXZY7VAQW7DXRMIEM3OEAKOW77,23.5.2#347f71141ddf69ef1873527c94ac98e79215f125,1.94.0,https://github.com/copter-exchange/stellar_stablecoin,,owner;decimals;operator;description;accept_owner;latest_round;set_operator;__constructor;latest_answer;pending_owner;update_answer;get_round_data;transfer_owner;latest_timestamp;latest_round_data,
024f15dba90fa6379ec9b03befce2c823413f6190ccf6264553fa9a785a3da5a,CDFC744V62ITWPG2N763CFPZNHN2EUUPUSJCSCATMSYAWGQM4ERWMAJG,22.0.0-rc.3#e7eccd3c857ef3e368a90ccf9b542eb4dfe852bd,1.83.0,,,deposit;claim,
02603e2748a8442937544eeb269495f427dd0aca51f9387a19e88d9081d00282,CBVQQZSSOH6EH3JNDYCJGOTJZX34KDBJUXFHJWDMQGYIM5FH2ZPT327E,26.1.0#175aa41306f383057a8cdfc84b68d931664fc34e,1.96.0,,,get_grant;initialize;set_paused;cancel_grant;create_grant;add_milestone;deposit_funds;get_milestone;release_funds;reject_milestone;submit_milestone;approve_milestone;get_escrow_balance;store_verification_hash;set_verification_operator,GrantCreated;FundsDeposited;GrantCancelled;PaymentReleased;MilestoneApproved;MilestoneRejected;ReputationUpdated;MilestoneSubmitted;AiVerificationAdded
026b16f087063dea02c5974371952355095b6b468cbb3041f2a044d2c6997fb4,CAVYAHMKT5MQ2TMAKDXYQBV5WQFYFWRN4BHDHSKRWEJLDUZNLTQ7BRBW,26.1.0#175aa41306f383057a8cdfc84b68d931664fc34e,1.93.0,,,lock;cancel;settle;get_order;get_config;initialize;set_paused;bump_order_ttl;refund_expired,
026bb5d31661702316e24d4851ba9fba753645b62d7b120db22fcb0eaaa70cf6,CAI4JSCRVATHYK6OYJ4AGQFYJL2DZLMONGQMCYTBTHSYN5WQICVBHXXK;CAIKW35NM2JV6OG6HDJEP6CZ2GLFXMZYN5YBXRWN7SGHNA4AJNJFQHNJ;CANZGEYE4QIDNAXQHRJ3USSGN5VGMZCOVJWUJZF7WHHHLOC4RYDWRVZL;CAVVENKAKFLS4LJELNVFRV2U4MLH6NS4AHY63URQY5FAO5M53UBA3AUO;CB3KTXAYZTH4CEXIWKLPK2I7OTWFMTH4P6OSWSDU5KKKZH7JGHSL5IYC;CB73KGV6SSGM5AFBQO2TWELWADPHFM2WYK5FY7EKAUTOK7VOY4NXZ636;CBBNMWGJLBYEDV3BE3CADNNGVFDNCVJ7P36P5JFYA7GPCMOI44JOUQNP;CBMA7YFWJFHSSQ2FP5YBA674UWGL6XVOWOT5JX6QEHHEDEF6CJXLKN3R;CBQZLWQZH2CRSHTZ3IPLXGT5AW4X55ZOMZV4BX3SCUKX4UM72DNSVAND;CBTSAFPOZA54BAJYP7XSHDY6WIOUK2MBSDDLYWSXXHI4HOB64Y2H37S5;CBW24XIK33VLJLOPJ435OODPJVE4T564HPMXLIX75LCEXCYGPRFN2FOB;CBWYEEWGO5O4EB4JAFFWA47GW2MNTB5SKYP6XJ5U3RQJ56TRC7KBUDG4;CBYYXJCYBC4OQYO2VCZJHJTY2ZLS2RMTMK5M6H76EIQEANZ37EOQONKD;CC5XRN5NDSXUJSPJGBBCJG5OWH6SFI7TZJJ4EI2QD4W6M7NJV5HDGMH3;CCJGB2RQSZIW55Q3HLT6UMFEGVY4U5224D5DFQU6XDNTKTYN26DHB4UI;CCLUJC4A4COJ5EQJAVUKT7AO5U5IUWJ5CIYZ5XBQZWNF2BV7BPD2MZ3I;CCXZ745YBIUYIWRNMXN6RVJOQ6QVKES2OXAQRYBCUYMA3CJGO4YVFFNT;CD3ZR53USTZN37NVKWZ6YCXHO6LCZZYG3B5L7MZYNUS5AGF57WKEET4D;CD6A3YF63BEQ3GLBK5HVNLQ2SLBJFSF7R3FNCYBF7WC36LCU7XICO22W;CDJKJOO4IWBQEUUD2B2CJAFNAYD2VQWFDXPXTUF34TQKSGWLW5XPRV6D;CDJPIDCJMOC5IJZXAHKYYS4PLAZLAKCFIRGM3V7O3FF7JELKIPNP2NLZ;CDKERX234UQ4W2CRCXNSTNIUFGCYDRH5CTOFIBNQIMASMTO44H6L6THG;CDZQQVQIMPYPM5253TTFVS67P72NYH63GNJRFNMWEYW55ARM6YCBSAGB,25.1.1#94c2a3b3a5ded6b9cf9cef0c207bf8804f3eb294,1.93.1,github:AquaToken/soroban-amm,,claim;upgrade;version;__constructor;contract_name;checkpoint_user;get_user_reward;get_reward_state;get_reward_token;set_reward_state;get_reward_config;get_reward_configs;get_reward_configs_raw;schedule_rewards_config,
0293730a1d9bdb23ad2b2d7f6d7ff86dc5fbe620efb29187f8210dc1d5b90bef,,21.6.0#f57d2454e520ae11dc9c8d55db610557a24a556e,1.78.0,,,initialize;provide_liquidity;swap;withdraw_liquidity;update_config;mint_lp;upgrade;query_config;query_share_token_address;query_stake_contract_address;query_pool_info;query_pool_info_for_factory;simulate_swap;simulate_reverse_swap;query_share;query_total_issued_lp;update,
02a1e9fbffb22b6489aff91560f880180f9a9e38a8534ea4fc7cbf437d47cfd7,CCA6FCHZZY2WM7YURYD6FEAGMM2DQDUBYAACMG25BPDTMAQ4NA3RM67T,20.5.0#9e2c3022b4355b224a7a814e13ba51761eeb14bb,1.92.0-nightly,,,get_pool;get_config;initialize;toggle_pool;register_pool;get_daily_fees;get_pool_count;get_user_pools;get_global_stats;set_emergency_pause;get_user_lp_position;record_pol_liquidity;update_pool_fee_rate;record_fees_collected;calculate_user_fee_share;record_liquidity_removal;record_liquidity_addition,
02ca8ef6fe25c0b08c6651f6486fc3bc757db319816202092983ba51b00f0a45,CBFGR34OLLFK6W5CH2UPXMYW7L52DJCZD6NPA6VHREPAUNDN7TVFYFN3,26.0.0#e1bf74ba6c3ddb591593f5eb5dfb85458ff714c1,1.95.0,,,swap;admin;quote;set_router;accept_admin;__constructor;pending_admin;propose_admin;soroswap_router,Swapped;AdminAccepted;AdminProposed;RouterChanged
02cf88e6e3e9981e99094e3cc033e17fb565165cc57af1082cf22bb049837c7c,,21.7.6#c6cca8f8cf75618c24ceb5d9ffdfe735486ae1e9,1.76.0-nightly,,,initialize;upgrade;version;get_user;unlock_tokens;claim_vested;sp_stake;sp_unstake;sp_lock_shares;staking_new_campaign;staking_change_tier_price;staking_unlock_tier;staking_extend_tier;staking_stake;staking_unstake;staking_claim;staking_claim_remaining_rewards;staking_get_campaign;airdrop_new_campaign;airdrop_participate;airdrop_claim;airdrop_get_campaign,
02e0dbf89e9429b340c3f6b0cde241c4b229d50f1aa55ab7da231ae8c918421c,CCBR74OTGJSY2VWCX2Z6XQKO3RZWNXEOX5JUT73OYAAZYGGE5F37GQZ5;CCFPR7O65EHBYOKWHUDGUPCVXBDJL2PDVMGWOR5VA6UYCOXZPIAUAZXU,22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8,1.91.0,,,upgrade;__constructor;get_transfer_ttl;request_transfer;set_transfer_ttl;is_transfer_allowed;set_parent_for_wallet;get_time_lock_duration;set_time_lock_duration,
02eacac2332ae8308becf4a0428b469b8b47f9ca0bfba8ef6418b6000b657e4a,CDFI34II7BQU4CG7OHVMSYECEBF6UK3LMNIH4Y2POZZ3NCAUM32MD5M5,23.2.1#ab415a33cc1f6bdce20ac4a12f0ddbe41a648949,1.89.0,,,constructor;set_owner;owner_withdraw;increase_instance_ttl;clear_deposit;set_public_key;withdraw;deposit;get_deposit;get_timestamp;get_public_key;is_executed;get_owner;hot_verify,NonceExpired;Deposit
02f2a6ccc41e039f4452a96987b4f0e2eced39814795b41c402158c05722eac5,CCKEELTVBRB6UDTCBQLFJVATU6YD2MZWTDHRJ7NO6QDI3I7QM4QHO6W3,22.0.11#34f7f53ae31e0fd02aab436a9872e79fa671ca02,1.91.0,,,upgrade;get_pool;get_risk;open_long;get_market;open_short;set_market;set_paused;get_position;process_ready;__constructor;close_position;execute_trigger;get_borrow_rate;preview_position;deposit_liquidity;get_global_config;set_market_enabled;withdraw_liquidity;refresh_action_queue;get_interest_rate_config;set_interest_rate_config,
033072f62a2f22fd8a94c78190ec74117df00b4d83845c2df2503c821d8020ee,CCSF5GUAK42Q3CV7LNZ6CQ4CNBH7RROLQMXW4CJXEETHGBBZCYNHJ32J,23.1.0#7456be9d91fe1f4cb070fc2732bac78244ce6c3f,1.94.0,,,pause;unpause;has_role;get_admin;is_paused;add_target;get_target;grant_role;initialize;force_pause;revoke_role;get_upgrader;return_funds;accept_limits;cancel_limits;force_unpause;forward_funds;remove_target;renounce_role;accept_manager;accept_upgrade;cancel_manager;cancel_upgrade;get_role_admin;propose_limits;register_vault;renounce_admin;set_role_admin;accept_upgrader;activate_target;emergency_sweep;get_role_member;is_force_paused;propose_manager;propose_upgrade;accept_processor;cancel_processor;deregister_vault;propose_upgrader;deactivate_target;propose_processor;get_manager_limits;get_pending_upgrade;is_vault_registered;transfer_admin_role;get_pending_upgrader;get_processor_limits;get_underlying_asset;accept_admin_transfer;get_role_member_count;get_target_change_cooldown,Upgraded;ProxyPaused;TargetAdded;LimitsUpdated;ProxyUnpaused;TargetRemoved;FundsForwarded;ManagerUpdated;UpgradePending;TargetActivated;UpgraderUpdated;VaultRegistered;ProcessorUpdated;ProxyForcePaused;ProxyInitialized;UpgradeCancelled;TargetDeactivated;VaultDeregistered;ProxyForceUnpaused;LimitsChangePending;FundsReturnedToVault;ManagerChangePending;LimitsChangeCancelled;UpgraderChangePending;EmergencySweepExecuted;ManagerChangeCancelled;ProcessorChangePending;ProcessorChangeCancelled;RoleGranted;RoleRevoked;AdminRenounced;RoleAdminChanged;AdminTransferCompleted;AdminTransferInitiated;OwnershipTransfer;OwnershipRenounced;OwnershipTransferCompleted;SetRoot;SetClaimed;Paused;Unpaused
03a224152ec6ad3fdda621082b40aa0f7542f18cac981657c186161d5da52d55,CBCS4XGTNMVP734SW5NXFCEKTJAT7U4ACQQXMW6OATOYRKIU266GQ3UW;CCY5W752GMRA4PRCHV7FE4IJRHK6XOW3AGYKVHNHQD57WTDNWU4OY4RL,23.4.0#673d6c4f2368d282d25da29bda55c21b8be69ca6,1.90.0,,,__constructor;set_prices;upgrade;base;assets;decimals;resolution;lastprice;price;prices,
03b59a0639399f8b33a6b6f9f03dc897adcb2d4abddbb113e3acf6adefdae2ba,CCK2RLE7LRB5FNVF5WKHE7POPNJ2GCHTBUSOAZIAXX73JMA3PM4OTEFN;CDNU27HDJIFMOTFFRN6GKUTPTKGX7JXABX3LXZM25KVB2JUUGD7SCHOQ,25.1.1#94c2a3b3a5ded6b9cf9cef0c207bf8804f3eb294,1.84.0,,,__constructor;set_paused;is_paused;get_admin;create_twap_order;create_vwap_order;execute_order;execute_vwap_order;cancel_order;get_order;can_execute;can_execute_vwap;get_order_counter;get_active_order_ids,
03b66cdc940bcc8951e1810bfb2fdf96e2a3acb7a04fc1e5d1aa6f010f8cdb08,CALQQHD5J6A5I2TGGXW4KUCUOFHDVO674MELON7R5IZLKZJPD7RWMJU3,26.1.0#175aa41306f383057a8cdfc84b68d931664fc34e,1.93.1,,,init;admin;anchor;refund;release;upgrade;version;get_deal;get_record;__constructor,
03c1c749613d67d5ed460bc4fbb12eedb1a043068665a295fbefb774588a796b,CC5SO6UHUXVC3X5P6NGNCHZMHTFNTGQ7KAQH5KUFDR25KHUIGQ4QGNVC,25.3.0#dcbea44513feb7734af6b6c4aced2c4a7a2715d0,1.89.0,,,__constructor;set_paused;paused;supply;withdraw;progress_withdrawal;total_assets;reported_at;set_reported_assets;admin;pending_admin;vault;custodian;asset;report_nonce;set_admin;accept_admin;extend_ttl;upgrade,
03cd10f1c31084ad920dd34ca9d8002a20cd6b87a0e88cd146360d6e99acbabe,CB6LETOPT6GO5V3GG26HNRUPO2GMLH3UIRA6M5YLGBM5LRKKLQALA2FS,23.5.1#59fcef437260ed4da42d1efb357137a5c166c02e,1.92.0,,,pause;set_ops;unpause;set_admin;__constructor;set_burn_caps;treasury_send;add_hot_wallet;burn_from_pool;cancel_upgrade;execute_upgrade;propose_upgrade;propose_treasury;propose_sac_admin;remove_hot_wallet;set_treasury_send_caps;cancel_sac_admin_handoff;cancel_treasury_rotation;execute_sac_admin_handoff;execute_treasury_rotation,GovPaused;GovUnpaused;TreasurySent;GovOpsUpdated;BurnedFromPool;GovInitialized;HotWalletAdded;BurnCapsUpdated;GovAdminUpdated;HotWalletRemoved;SacAdminProposed;GovTreasuryUpdated;GovUpgradeCanceled;GovUpgradeExecuted;GovUpgradeProposed;GovTreasuryProposed;SacAdminHandoffCanceled;SacAdminHandoffExecuted;TreasurySendCapsUpdated;SacAdminProposalReplaced;GovUpgradeProposalReplaced;GovTreasuryProposalReplaced;GovTreasuryRotationCanceled
03dde51960c6ae51a890538f3b01ca21829b010453755a5437f6d9b2d7d0bf14,CBMDVUTO6HTGKF5APIVAGLZDMUKACM4BSEADPSGPZYJJRNK6GSRMAFND,25.3.1#e50d95af029c83196dd122f0154bac3f1302394b,1.94.1,,,rebalance;get_config;get_status;initialize;get_order_counts,
03f4a0820f1891c14c10eee1a795572c1022c861532b10e6d8488fc705a4c3b5,CA2FRO4FI3T22VZOMX3H7BQTZMWFBPG7R7AAN7JUUCEO74S222W734FF;CA5W7XNIGRNIPS5CXN35BH4LRIPVTRZROJSDKR3XNC74U5PHRZGSL77B;CAB2HL6QMSWOYPOHHB52CO7PV53SAIMQY426HWZ3XM4ZFIJILZF6DIDC;CAD4GIE7PKNPFJUDF3NQYNXJSE2V56ATRNLDABEMEDR66CZ3UFWHHEXS;CAKLMSOJHD6EJRV4FITESXC5PJELO77SIRMPT7AXRUMT2YQCNX2MT23L;CAL5U4ICXXCDS76STRHMU7JEFN6EICR7BPKZIR55TSWPPVOCA5BTBYLM;CB4YBM25YDIJHBINB4IAJGLV73XGYRH3KU5CH5IFAWDPKBDF7ROMJDIT;CC2LUCA36F23OZGPHUKNHTP3XDUWY6KBAQ45CYZASGRYQ7DUB54NV7Y4;CDBXG7RXB62L2WWITDTJPYC6XCQ7BXAC7UZUCIU4CUOIWRT6MXF6NH7N;CDP34P7LQPXCGT5LK4HNHBAVEUNX57RGQE54PE5PFVVQ4CQILZHB6FFD,23.0.2#a97daf8b07cdf24e9bd45e344db51a21b9ea77d3,1.85.0,,,__constructor;upgrade;update_admin;set_status;deposit;withdraw,ContractAdminEvent;ContractStatusEvent;DepositEvent;WithdrawEvent
04174fdc4edda8576bfed5aa52650288320e6a3533bf1ab60584be968bea8f70,CA2IMDY44DAEWZFJ7IFX7IRFFAZ45UUTSC7ATLPFH7CY2W7CIYCXOQAD,22.0.11#34f7f53ae31e0fd02aab436a9872e79fa671ca02,1.89.0,,,initialize;create_envelope;claim;refund;get_envelope;has_claimed;total_envelopes;is_paused;get_admin;pause;unpause;set_admin;upgrade,
04399e6785b578d5db3a8813966825b6d273798b0e7873ffea56d5702f76b74b,,23.0.1#510d3feb724c2b01d7e7ab7652f03b9f8efc3f35,1.93.0-nightly,,,upgrade;get_arkas;create_arka;migrated_to;migrate_arka;set_governor;set_registry;migrated_from;last_wasm_hash;share_token_of;bootstrap_admin;create_and_init;set_creation_fee;get_implementation;set_implementation;set_bootstrap_admin;get_arkas_by_manager;clear_bootstrap_admin;get_protocol_treasury;set_protocol_treasury;bootstrap_admin_active;get_creation_fee_token;get_creation_fee_amount;get_default_swap_oracle;set_default_swap_oracle;set_protocol_fee_splits;clear_default_swap_oracle;get_protocol_mgmt_fee_bps;get_protocol_perf_fee_bps;set_share_impl_controlled;bootstrap_admin_expires_at;get_default_venue_registry;set_default_allowed_venues;set_default_venue_registry;get_default_allowed_routers;clear_default_venue_registry;get_default_allowed_adapters;get_default_swap_risk_policy;get_default_valuation_oracle;set_default_swap_risk_policy;set_default_valuation_oracle;set_implementation_controlled;clear_default_valuation_oracle;get_share_token_implementation;set_share_token_implementation,
0439e5eb5841d8eae3e6b43e7428268397d38edbb4c2d9d09823a4b31b0c3a5a,CADF6WBGPLF34RLP6QJY62Q7D3RNHGE5FMVFX4MFN7AZEBJNI425FVSO;CBPH2B6B4WNQB6R4AV4JM7RHKWASQQV6T2W2JTGQ6PSBTRLX747XGJBI;CBQWBAZJ6DVG3L2SAVBCYOEMP5EZB4CIOLYOHSRECNKUGORRW76JHVY6;CBVUZASU2YJ5SWRFLWPE6BORNLUCR6LN34ZPO3COEVILVFKJLMGZPPT7;CC6QI2JVAE5UHO25EE23IFZ4SKSYSSQUBI4H5DVU4MPLYZAAQR72IECI,20.5.0#9e2c3022b4355b224a7a814e13ba51761eeb14bb,1.77.0,,,initialize_all;pool_type;initialize;share_id;get_total_shares;get_tokens;deposit;swap;estimate_swap;withdraw;get_reserves;get_fee_fraction;get_info;initialize_rewards_config;set_rewards_config;get_rewards_info;get_user_reward;claim;set_pools_plane;get_pools_plane,
0449759c767cbaae16bee7b10fa5aa9f6e9ef25ff5dd5607e39d7b9d100417bf,CCISQOPKNNNBIDN2KQA6ULDKRIKUX5OQOT2W64PCPMXFN5BS2WFD6OWZ;CCZWZDTYBF6N6H7CZAVTY6JDIKS2QG5ZF3UFJEWJU5XJABF5CIH2KSEY,22.0.7#211569aa49c8d896877dfca1f2eb4fe9071121c8,1.81.0,,,constructor;set_owner;set_public_key;withdraw;deposit;get_deposit;get_public_key;is_executed;get_owner;hot_verify,
0480a50e178374c9b297ec3e0331f05d993bd2e834738cad1ce5c42339a84677,,22.0.11#34f7f53ae31e0fd02aab436a9872e79fa671ca02,1.91.0,,,upgrade;get_pool;get_risk;open_long;get_market;open_short;set_market;set_paused;get_position;process_ready;__constructor;close_position;get_borrow_rate;preview_position;deposit_liquidity;get_global_config;set_market_enabled;withdraw_liquidity;refresh_action_queue;get_interest_rate_config;set_interest_rate_config,
0497742713d7bf91c22ccc79e6d6a84742dfe1ef62f466cfe5d3ab2907bf6bf7,,25.1.1#94c2a3b3a5ded6b9cf9cef0c207bf8804f3eb294,1.94.0,github:AquaToken/soroban-amm,,version;__constructor;apply_upgrade;contract_name;commit_upgrade;revert_upgrade;get_emergency_mode;get_future_address;set_emergency_mode;apply_transfer_ownership;deploy_swap_fee_contract;commit_transfer_ownership;revert_transfer_ownership;set_swap_fee_contract_wasm,
04c5d66dd19ea2b7328454f5972a2fc6a8fc13855fc430a11d14afd2782e8836,CAUL4NBTCS7AAEV2UDU7CVSM3LRIJD5V5MRSA6MM6WKJOYSJKCDBAGN5,23.5.3#d3e1ab2424388b10893b796b0c8e405c5edd03d2,1.96.0,github:Matrixdock-RWA/RWA-Contracts,,owner;upgrade;accept_owner;__constructor;et_next_owner;pending_owner;pool_account_a;pool_account_b;et_next_upgrade;request_to_mint;request_upgrade;is_accepted_by_a;is_accepted_by_b;request_to_redeem;revoke_next_owner;set_accepted_by_a;set_accepted_by_b;set_pool_account_a;set_pool_account_b;revoke_next_upgrade;next_upgrade_wasm_hash;request_owner_transfer,MintRequest;OwnerRevoked;RedeemRequest;SetAcceptedByA;SetAcceptedByB;UpgradeRevoked;SetPoolAccountA;SetPoolAccountB;ContractUpgraded;OwnerTransferred;UpgradeRequested;OwnerTransferRequested
04d3e8b60af5bcd40d90fdc7cc706b22d442c2c3d8f4e4c66314a5a60b42b118,,21.1.1#648cbcb799858b9ba9f240c82c0babcf621050bc,1.78.0,,,upgrade;set_config;register;new_voting;vote;exec;claim,
053d3a283dc2fdd605f53420e1f169adc0036b8edbcab16ef38139637ccc5627,CBXX465FRKWQMWPPX3YDEBHPHC2K2L55VWLCPZCRRZB77ZVDABFC33YY,21.7.7#5da789c50b18a4c2be53394138212fed56f0dfc4,1.96.0,,,get_user;register_user;get_sponsored_count;register_user_sponsored,
0551954a584d8b48060c0c3bc584a13632d2393514b14d86e336a83124b041ef,CC72BEVVKHQ57PB5FCKAZYRXCSR6DOQSTN46QR7RZMMM64YWNRPDS24S,21.7.7#5da789c50b18a4c2be53394138212fed56f0dfc4,1.86.0,,,initialize;get_config;update_sac_admin;lock;record_lock;record_unlock;stake;record_blub_restake;record_lp_deposit;calculate_user_rewards;record_reward_distribution;credit_user_reward;record_pol_rewards;get_global_state;get_user_lock_totals;get_user_lock_count;get_user_lock_by_index;get_user_pools;get_user_lp;get_user_rewards;get_unlock_count;get_unlock_by_index;get_blub_restake_count;get_blub_restake_by_index;get_distribution_count;get_distribution_by_index;get_protocol_owned_liquidity;get_daily_pol_snapshot;get_user_pol_contribution;get_pool_reserves;get_pool_share_token;withdraw_from_pool;admin_purge_lock;get_pool_virtual_price;claim_pool_rewards;get_pool_pending_rewards;update_reward_rate;manual_deposit_pol;sync_pol_position;update_liquidity_contract;update_blub_token;update_vault_treasury;update_vault_fee_bps;update_ice_tokens;upgrade;migrate_v1_2_0;set_manager;get_manager_address;migrate_v1_4_0;migrate_v1_8_0;admin_adjust_vault_position;transfer_admin;get_version;test_staking_calculations;get_available_pol_balance;process_pending_stakes;get_pending_stake_count;get_pending_stake;update_period_unit;get_user_staking_info;unstake;add_rewards;admin_emergency_reset_rewards;add_rewards_from_aqua;claim_rewards;get_pending_rewards;get_user_reward_info;get_unstake_status;get_reward_state_view;update_unstake_cooldown;update_claim_cooldown;setup_ice_trustlines;authorize_ice_lock;transfer_authorized_aqua;sync_all_ice_balances;add_pool;update_pool_status;vault_deposit;vault_deposit_single;vault_withdraw;claim_and_compound;admin_compound_deposit;get_pending_aqua_for_ice;get_all_ice_balances;get_upvote_ice_balance;get_ice_lock_authorization;get_pool_info;get_vault_total_shares;get_user_vault_position;get_pool_compound_stats;get_user_compound_gains;get_pool_count,
0566a42855fac1c21402ef84e0f32625a9e3186c0a29bbbfd64c35dd7bee8a4c,CCOYYTWMYRN7CWXE7POND5YYVEQ5JHDHGMPOPBY3SQP7XNMSIR23LSH7;CDAD5M7ZSUR64ZMGY23H3IVI6PZJO3LSHTELUYMA2ZFJ54RF7UU5YFUN,22.0.7#211569aa49c8d896877dfca1f2eb4fe9071121c8,1.81.0,,,paused;pause;unpause;initialize;send_payments;get_entity_id;get_owner;get_whitelist_module;get_central_pause_module;get_execution_id_status;check_is_address_whitelisted;is_central_pause_active,
059186ad598f43f11ea1e1f975cc35783cc2f649a90fef21af4b1e44970c930e,,22.0.11#34f7f53ae31e0fd02aab436a9872e79fa671ca02,1.94.0,,,init;upgrade;get_init;set_admin;confirm_mint;confirm_redeem;get_base_asset;set_base_asset;set_resolution;get_mint_issuer;set_fee_address;set_mint_issuer;set_fiat_address;get_pending_mints;get_reserve_issuer;set_amount_percent;set_reserve_issuer;cancel_mint_request;get_pending_redeems;get_request_counter;set_reserve_address;submit_mint_request;set_amount_threshold;cancel_redeem_request;get_rates_signing_key;set_rates_signing_key;set_reserve_threshold;submit_redeem_request;get_pending_mints_by_id;get_pending_mints_by_user;get_pending_redeems_by_id;set_loyalty_tier_contract;get_pending_redeems_by_user,
05b07e8ef8d5f7747a86adff00a39e63a8ac3bf7b6ad7e5baf51aca053c92ca5,CA7RQDMMV6E53P5EDZA5GPWBZ33AMW2ZNO42XLI2RGRIAP4QXIARUOJQ,25.3.0#dcbea44513feb7734af6b6c4aced2c4a7a2715d0,1.94.1,github:AquaToken/soroban-amm,,swap;claim;deposit;version;get_info;get_pool;share_id;withdraw;get_plane;get_pools;pool_type;get_tokens;init_admin;remove_pool;get_reserves;swap_chained;apply_upgrade;contract_name;estimate_swap;get_liquidity;set_pool_hash;commit_upgrade;fill_liquidity;revert_upgrade;set_token_hash;get_user_reward;set_pools_plane;get_rewards_info;get_total_shares;set_reward_token;get_emergency_mode;get_future_address;get_rewards_config;init_standard_pool;set_emergency_mode;config_pool_rewards;get_total_liquidity;init_config_storage;get_privileged_addrs;init_stableswap_pool;set_privileged_addrs;config_global_rewards;get_tokens_for_reward;get_tokens_sets_count;init_concentrated_pool;set_rewards_gauge_hash;pool_gauge_switch_token;set_reward_boost_config;apply_transfer_ownership;get_liquidity_calculator;get_total_claimed_reward;pool_gauge_token_enabled;set_liquidity_calculator;set_stableswap_pool_hash;commit_transfer_ownership;get_protocol_fee_fraction;revert_transfer_ownership;set_protocol_fee_fraction;get_pools_for_tokens_range;pool_gauge_schedule_reward;set_concentrated_pool_hash;configure_init_pool_payment;get_init_pool_payment_token;get_total_configured_reward;pool_gauge_get_min_duration;swap_chained_strict_receive;get_conc_pool_payment_amount;get_total_accumulated_reward;get_total_outstanding_reward;distribute_outstanding_reward;get_init_pool_payment_address;get_stable_pool_payment_amount;pool_gauge_get_min_daily_amount;get_standard_pool_payment_amount;pool_gauge_set_reward_thresholds,
